Date,Open,High,Low,Close,Adj Close,Volume
2018-12-26,122.13752746582031,122.73753356933594,119.75627899169922,122.30628204345703,118.4848861694336,6281385
2018-12-27,122.92503356933594,124.25627899169922,121.50003051757812,122.79377746582031,118.9571533203125,13527065
2018-12-28,122.32502746582031,124.83753204345703,122.17503356933594,123.76878356933594,119.90169525146484,5945206
2018-12-31,124.12503051757812,125.17503356933594,123.39378356933594,124.06877899169922,120.19232177734375,5696321
2019-01-01,124.03128051757812,124.78128051757812,122.02503204345703,122.49378204345703,118.6665267944336,4036542
2019-01-02,123.30003356933594,124.23753356933594,121.12503051757812,122.08128356933594,118.26692962646484,8822139
2019-01-03,122.62503051757812,122.98127746582031,121.14378356933594,122.06253051757812,118.2487564086914,9446080
2019-01-04,121.68753051757812,122.56877899169922,119.86878204345703,121.66877746582031,117.8673095703125,6414073
2019-01-07,122.28752899169922,122.53128051757812,120.86253356933594,121.59378051757812,117.7946548461914,5076276
2019-01-08,121.87503051757812,122.81253051757812,120.97502899169922,122.08128356933594,118.26692962646484,5559089
2019-01-09,121.70628356933594,124.72502899169922,121.70628356933594,123.37503051757812,119.52025604248047,10474346
2019-01-10,124.05003356933594,124.14378356933594,121.12503051757812,122.15628051757812,118.33956909179688,8265043
2019-01-11,122.10002899169922,123.71253204345703,121.31253051757812,123.26252746582031,119.4112548828125,4263836
2019-01-14,123.76878356933594,124.16252899169922,116.75627899169922,117.2062759399414,113.54422760009766,18435523
2019-01-15,119.62503051757812,124.61253356933594,118.1437759399414,123.67503356933594,119.81088256835938,40188776
2019-01-16,124.42503356933594,127.42503356933594,123.39378356933594,126.20628356933594,122.26303100585938,26390100
2019-01-17,126.37503051757812,126.97502899169922,124.35002899169922,125.77503204345703,121.84525299072266,14104487
2019-01-18,126.00003051757812,130.31253051757812,125.02503204345703,129.8062744140625,125.75055694580078,26911902
2019-01-21,127.50003051757812,129.3375244140625,124.95002746582031,126.67503356933594,122.71714782714844,41658250
2019-01-22,126.30003356933594,131.10003662109375,126.00003051757812,129.93753051757812,125.87770080566406,17817926
2019-01-23,130.7437744140625,133.42503356933594,130.50003051757812,131.83128356933594,127.7122802734375,26499796
2019-01-24,131.3250274658203,132.37503051757812,129.93753051757812,131.90628051757812,127.78495025634766,11281453
2019-01-25,130.59378051757812,134.38128662109375,130.50003051757812,132.5437774658203,128.4025115966797,13964137
2019-01-28,132.88128662109375,136.0125274658203,132.84378051757812,133.18128967285156,129.02011108398438,18399880
2019-01-29,133.50003051757812,135.30003356933594,132.39378356933594,134.77503967285156,130.93275451660156,12320260
2019-01-30,134.62503051757812,137.86878967285156,134.25003051757812,136.21878051757812,132.33531188964844,19757160
2019-01-31,137.25003051757812,139.27503967285156,136.23753356933594,138.4500274658203,134.50296020507812,20517517
2019-02-01,138.78753662109375,139.6687774658203,136.31253051757812,139.33128356933594,135.3590850830078,8977608
2019-02-04,138.75003051757812,140.5125274658203,138.03753662109375,139.21878051757812,135.2498016357422,8383256
2019-02-05,138.75003051757812,139.5750274658203,137.17503356933594,138.1687774658203,134.22970581054688,6550401
2019-02-06,138.43128967285156,140.6062774658203,138.28128051757812,139.5750274658203,135.59588623046875,5811361
